"date","away","away_score","home","home_score","point_diff"
2022-01-06,"Stephen F. Austin",64,"Abilene Christian",58,-6
2022-01-08,"Sam Houston St.",65,"Abilene Christian",63,-2
2022-01-20,"Seattle",72,"Abilene Christian",62,-10
2022-01-22,"Cal Baptist",68,"Abilene Christian",77,9
2022-02-02,"Chicago St.",73,"Abilene Christian",77,4
2022-02-05,"UT Rio Grande Valley",66,"Abilene Christian",83,17
2022-01-15,"Nevada",75,"Air Force",68,-7
2022-01-20,"UNLV",62,"Air Force",69,7
2022-01-22,"Colorado St.",73,"Air Force",53,-20
2022-01-28,"Wyoming",63,"Air Force",61,-2
2022-02-05,"New Mexico",91,"Air Force",77,-14
2022-01-01,"Buffalo",76,"Akron",88,12
2022-01-04,"Ohio",69,"Akron",63,-6
2022-01-11,"Ball St.",74,"Akron",84,10
2022-01-18,"Western Michigan",73,"Akron",74,1
2022-01-22,"Eastern Michigan",44,"Akron",46,2
2022-02-04,"Miami OH",55,"Akron",66,11
2022-02-11,"Kent St.",66,"Akron",64,-2
2022-01-11,"Auburn",81,"Alabama",77,-4
2022-01-19,"LSU",67,"Alabama",70,3
2022-01-22,"Missouri",76,"Alabama",86,10
2022-01-29,"Baylor",78,"Alabama",87,9
2022-02-05,"Kentucky",66,"Alabama",55,-11
2022-02-12,"Arkansas",67,"Alabama",68,1
2022-01-08,"Alcorn St.",78,"Alabama A&M",71,-7
2022-01-10,"Jackson St.",58,"Alabama A&M",60,2
2022-01-29,"Florida A&M",65,"Alabama A&M",60,-5
2022-01-31,"Bethune Cookman",52,"Alabama A&M",67,15
2022-02-12,"Mississippi Valley St.",92,"Alabama A&M",94,2
2022-01-08,"Jackson St.",57,"Alabama St.",72,15
2022-01-10,"Alcorn St.",70,"Alabama St.",60,-10
2022-01-15,"Alabama A&M",55,"Alabama St.",59,4
2022-01-29,"Bethune Cookman",73,"Alabama St.",79,6
2022-01-31,"Florida A&M",66,"Alabama St.",65,-1
2022-02-12,"Arkansas Pine Bluff",75,"Alabama St.",70,-5
2022-01-06,"Binghamton",88,"Albany",79,-9
2022-01-12,"UMass Lowell",47,"Albany",57,10
2022-01-15,"NJIT",56,"Albany",71,15
2022-01-22,"Stony Brook",86,"Albany",75,-11
2022-02-02,"UMBC",59,"Albany",53,-6
2022-02-09,"Maine",73,"Albany",63,-10
2022-02-12,"Vermont",76,"Albany",63,-13
2022-01-15,"Texas Southern",72,"Alcorn St.",73,1
2022-01-17,"Prairie View A&M",74,"Alcorn St.",73,-1
2022-01-29,"Southern",64,"Alcorn St.",68,4
2022-01-31,"Grambling St.",80,"Alcorn St.",73,-7
2022-02-12,"Bethune Cookman",71,"Alcorn St.",63,-8
2022-01-01,"Lehigh",63,"American",61,-2
2022-01-10,"Boston University",79,"American",53,-26
2022-01-16,"Bucknell",55,"American",63,8
2022-01-24,"Lafayette",69,"American",56,-13
2022-01-26,"Holy Cross",49,"American",67,18
2022-02-05,"Colgate",86,"American",68,-18
2022-01-01,"Louisiana Monroe",69,"Appalachian St.",77,8
2022-01-13,"Coastal Carolina",60,"Appalachian St.",61,1
2022-01-27,"Arkansas St.",54,"Appalachian St.",61,7
2022-01-29,"Little Rock",57,"Appalachian St.",72,15
2022-02-10,"Georgia Southern",61,"Appalachian St.",65,4
2022-02-12,"Georgia St.",58,"Appalachian St.",49,-9
2022-01-03,"Washington",79,"Arizona",95,16
2022-01-13,"Colorado",55,"Arizona",76,21
2022-01-15,"Utah",64,"Arizona",82,18
2022-01-29,"Arizona St.",56,"Arizona",67,11
2022-02-03,"UCLA",66,"Arizona",76,10
2022-02-05,"USC",63,"Arizona",72,9
2022-01-15,"Colorado",75,"Arizona St.",57,-18
2022-01-17,"Utah",62,"Arizona St.",64,2
2022-02-03,"USC",58,"Arizona St.",53,-5
2022-02-05,"UCLA",84,"Arizona St.",87,3
2022-02-07,"Arizona",91,"Arizona St.",79,-12
2022-01-04,"Vanderbilt",75,"Arkansas",74,-1
2022-01-12,"Missouri",43,"Arkansas",87,44
2022-01-18,"South Carolina",59,"Arkansas",75,16
2022-01-22,"Texas A&M",73,"Arkansas",76,3
2022-01-29,"West Virginia",68,"Arkansas",77,9
2022-02-05,"Mississippi St.",55,"Arkansas",63,8
2022-02-08,"Auburn",76,"Arkansas",80,4
2022-01-03,"Alabama A&M",70,"Arkansas Pine Bluff",50,-20
2022-01-05,"Alabama St.",68,"Arkansas Pine Bluff",70,2
2022-01-15,"Florida A&M",71,"Arkansas Pine Bluff",66,-5
2022-01-17,"Bethune Cookman",63,"Arkansas Pine Bluff",69,6
2022-02-05,"Alcorn St.",70,"Arkansas Pine Bluff",64,-6
2022-02-07,"Jackson St.",60,"Arkansas Pine Bluff",47,-13
2022-01-01,"Georgia Southern",56,"Arkansas St.",74,18
2022-01-20,"UT Arlington",70,"Arkansas St.",75,5
2022-01-22,"Texas St.",60,"Arkansas St.",67,7
2022-02-03,"Louisiana Monroe",60,"Arkansas St.",59,-1
2022-02-05,"Louisiana",58,"Arkansas St.",67,9
2022-01-01,"Loyola MD",74,"Army",77,3
2022-01-07,"Lehigh",55,"Army",77,22
2022-01-13,"Boston University",63,"Army",73,10
2022-01-19,"American",66,"Army",76,10
2022-01-29,"Lafayette",56,"Army",60,4
2022-02-05,"Holy Cross",69,"Army",65,-4
2022-02-12,"Navy",52,"Army",49,-3
2022-01-08,"Florida",73,"Auburn",85,12
2022-01-19,"Georgia",60,"Auburn",83,23
2022-01-22,"Kentucky",71,"Auburn",80,9
2022-01-29,"Oklahoma",68,"Auburn",86,18
2022-02-01,"Alabama",81,"Auburn",100,19
2022-02-12,"Texas A&M",58,"Auburn",75,17
2022-01-08,"Morehead St.",66,"Austin Peay",55,-11
2022-01-27,"Belmont",75,"Austin Peay",67,-8
2022-01-31,"SIU Edwardsville",63,"Austin Peay",68,5
2022-02-03,"Murray St.",65,"Austin Peay",53,-12
2022-02-10,"Southeast Missouri St.",66,"Austin Peay",74,8
2022-02-12,"Tennessee St.",52,"Austin Peay",54,2
2022-01-01,"Bowling Green",80,"Ball St.",81,1
2022-01-04,"Kent St.",66,"Ball St.",65,-1
2022-01-14,"Buffalo",74,"Ball St.",68,-6
2022-01-25,"Miami OH",64,"Ball St.",81,17
2022-01-29,"Western Michigan",72,"Ball St.",83,11
2022-02-04,"Toledo",83,"Ball St.",93,10
2022-02-08,"Central Michigan",89,"Ball St.",85,-4
2022-01-04,"Oklahoma",74,"Baylor",84,10
2022-01-11,"Texas Tech",65,"Baylor",62,-3
2022-01-15,"Oklahoma St.",61,"Baylor",54,-7
2022-01-25,"Kansas St.",49,"Baylor",74,25
2022-01-31,"West Virginia",77,"Baylor",81,4
2022-02-12,"Texas",63,"Baylor",80,17
2022-01-08,"Eastern Kentucky",61,"Bellarmine",66,5
2022-01-11,"Central Arkansas",63,"Bellarmine",85,22
2022-01-18,"North Alabama",60,"Bellarmine",68,8
2022-01-22,"Jacksonville",73,"Bellarmine",76,3
2022-02-03,"Liberty",66,"Bellarmine",53,-13
2022-02-05,"Kennesaw St.",75,"Bellarmine",70,-5
2022-01-06,"Southeast Missouri St.",62,"Belmont",102,40
2022-01-13,"Tennessee Tech",77,"Belmont",92,15
2022-01-15,"Murray St.",82,"Belmont",60,-22
2022-01-29,"Tennessee Martin",58,"Belmont",87,29
2022-02-07,"Austin Peay",58,"Belmont",72,14
2022-02-10,"Morehead St.",47,"Belmont",48,1
2022-01-03,"Florida A&M",59,"Bethune Cookman",66,7
2022-01-08,"Grambling St.",68,"Bethune Cookman",66,-2
2022-01-10,"Southern",69,"Bethune Cookman",59,-10
2022-01-22,"Jackson St.",50,"Bethune Cookman",55,5
2022-01-24,"Alcorn St.",70,"Bethune Cookman",67,-3
2022-02-05,"Prairie View A&M",67,"Bethune Cookman",68,1
2022-02-07,"Texas Southern",66,"Bethune Cookman",63,-3
2022-01-02,"UMass Lowell",63,"Binghamton",68,5
2022-01-08,"NJIT",67,"Binghamton",56,-11
2022-01-19,"Stony Brook",74,"Binghamton",71,-3
2022-01-24,"Hartford",64,"Binghamton",74,10
2022-01-29,"UMBC",70,"Binghamton",68,-2
2022-02-05,"Maine",60,"Binghamton",69,9
2022-02-12,"New Hampshire",69,"Binghamton",60,-9
2022-01-18,"Air Force",56,"Boise St.",62,6
2022-01-25,"Wyoming",62,"Boise St.",65,3
2022-02-05,"San Jose St.",60,"Boise St.",76,16
2022-02-11,"UNLV",63,"Boise St.",69,6
2022-01-02,"North Carolina",91,"Boston College",65,-26
2022-01-12,"Georgia Tech",81,"Boston College",76,-5
2022-01-22,"Virginia Tech",63,"Boston College",68,5
2022-01-30,"Pittsburgh",56,"Boston College",69,13
2022-02-08,"Syracuse",73,"Boston College",64,-9
2022-02-12,"Duke",72,"Boston College",61,-11
2022-01-01,"Bucknell",61,"Boston University",63,2
2022-01-07,"Loyola MD",66,"Boston University",58,-8
2022-01-16,"Navy",72,"Boston University",65,-7
2022-01-22,"Lehigh",74,"Boston University",80,6
2022-01-28,"Colgate",72,"Boston University",76,4
2022-01-31,"Holy Cross",75,"Boston University",70,-5
2022-02-09,"Army",74,"Boston University",75,1
2022-02-12,"American",67,"Boston University",85,18
2022-01-08,"Miami OH",83,"Bowling Green",87,4
2022-01-15,"Toledo",91,"Bowling Green",78,-13
2022-01-20,"Akron",91,"Bowling Green",66,-25
2022-01-25,"Eastern Michigan",71,"Bowling Green",85,14
2022-01-29,"Kent St.",91,"Bowling Green",83,-8
2022-02-05,"Northern Illinois",65,"Bowling Green",87,22
2022-01-05,"Missouri St.",71,"Bradley",69,-2
2022-01-12,"Evansville",47,"Bradley",79,32
2022-01-22,"Southern Illinois",62,"Bradley",70,8
2022-01-30,"Indiana St.",52,"Bradley",67,15
2022-02-09,"Loyola Chicago",61,"Bradley",68,7
2022-02-12,"Drake",59,"Bradley",68,9
2022-01-17,"Yale",66,"Brown",63,-3
2022-01-30,"Cornell",74,"Brown",72,-2
2022-02-04,"Harvard",65,"Brown",50,-15
2022-02-05,"Dartmouth",60,"Brown",62,2
2022-01-15,"Mount St. Mary's",66,"Bryant",73,7
2022-01-17,"St. Francis PA",52,"Bryant",82,30
2022-01-23,"St. Francis NY",68,"Bryant",85,17
2022-01-27,"Merrimack",67,"Bryant",76,9
2022-01-30,"LIU",81,"Bryant",88,7
2022-01-04,"Army",96,"Bucknell",89,-7
2022-01-13,"Lehigh",97,"Bucknell",64,-33
2022-01-19,"Colgate",75,"Bucknell",56,-19
2022-01-26,"Navy",81,"Bucknell",63,-18
2022-01-30,"Loyola MD",80,"Bucknell",82,2
2022-02-09,"American",66,"Bucknell",68,2
2022-02-12,"Holy Cross",78,"Bucknell",72,-6
2022-01-05,"Bowling Green",88,"Buffalo",99,11
2022-01-21,"Kent St.",51,"Buffalo",64,13
2022-01-28,"Ohio",74,"Buffalo",53,-21
2022-02-08,"Eastern Michigan",64,"Buffalo",102,38
2022-02-12,"Ball St.",74,"Buffalo",80,6
2022-01-04,"Seton Hall",71,"Butler",56,-15
2022-01-07,"Xavier",87,"Butler",72,-15
2022-01-20,"Connecticut",75,"Butler",56,-19
2022-01-26,"Creighton",55,"Butler",72,17
2022-01-29,"Georgetown",53,"Butler",56,3
2022-02-05,"St. John's",75,"Butler",72,-3
2022-02-12,"Marquette",79,"Butler",85,6
2022-01-06,"Pacific",51,"BYU",73,22
2022-01-08,"Saint Mary's",43,"BYU",52,9
2022-01-20,"San Diego",71,"BYU",79,8
2022-01-22,"Portland",65,"BYU",78,13
2022-02-03,"San Francisco",73,"BYU",59,-14
2022-02-05,"Gonzaga",90,"BYU",57,-33
2022-01-12,"Dixie St.",79,"Cal Baptist",76,-3
2022-01-15,"Utah Valley",73,"Cal Baptist",75,2
2022-01-17,"Seattle",92,"Cal Baptist",85,-7
2022-01-26,"Sam Houston St.",73,"Cal Baptist",68,-5
2022-01-29,"Stephen F. Austin",81,"Cal Baptist",77,-4
2022-02-10,"Lamar",61,"Cal Baptist",83,22
2022-02-12,"UT Rio Grande Valley",72,"Cal Baptist",80,8
2022-01-13,"UC Riverside",57,"Cal Poly",46,-11
2022-01-15,"UC Davis",74,"Cal Poly",82,8
2022-01-22,"Hawaii",69,"Cal Poly",56,-13
2022-02-10,"Cal St. Northridge",83,"Cal Poly",78,-5
2022-02-12,"UC Santa Barbara",69,"Cal Poly",64,-5
2022-01-15,"UC Riverside",65,"Cal St. Bakersfield",64,-1
2022-01-18,"Cal Poly",60,"Cal St. Bakersfield",73,13
2022-01-20,"Hawaii",63,"Cal St. Bakersfield",59,-4
2022-02-10,"UC Santa Barbara",74,"Cal St. Bakersfield",62,-12
2022-02-12,"Cal St. Northridge",71,"Cal St. Bakersfield",65,-6
2022-01-13,"Cal St. Northridge",64,"Cal St. Fullerton",79,15
2022-01-15,"UC Santa Barbara",73,"Cal St. Fullerton",79,6
2022-01-22,"UC San Diego",80,"Cal St. Fullerton",83,3
2022-02-03,"Cal Poly",50,"Cal St. Fullerton",61,11
2022-02-05,"Cal St. Bakersfield",61,"Cal St. Fullerton",75,14
2022-01-08,"Cal Poly",55,"Cal St. Northridge",68,13
2022-01-20,"UC Davis",64,"Cal St. Northridge",47,-17
2022-01-22,"UC Riverside",77,"Cal St. Northridge",67,-10
2022-01-25,"UC Santa Barbara",72,"Cal St. Northridge",45,-27
2022-02-03,"UC San Diego",83,"Cal St. Northridge",77,-6
2022-02-05,"UC Irvine",75,"Cal St. Northridge",70,-5
2022-01-02,"Arizona St.",50,"California",74,24
2022-01-06,"USC",77,"California",63,-14
2022-01-08,"UCLA",60,"California",52,-8
2022-01-23,"Arizona",96,"California",71,-25
2022-02-03,"Washington",84,"California",63,-21
2022-02-05,"Washington St.",68,"California",64,-4
2022-01-05,"UNC Asheville",60,"Campbell",54,-6
2022-01-12,"Charleston Southern",52,"Campbell",67,15
2022-01-15,"Radford",58,"Campbell",70,12
2022-01-26,"Hampton",60,"Campbell",75,15
2022-01-29,"High Point",72,"Campbell",77,5
2022-02-09,"Gardner Webb",57,"Campbell",45,-12
2022-01-11,"Quinnipiac",67,"Canisius",79,12
2022-01-21,"Rider",69,"Canisius",70,1
2022-01-23,"Saint Peter's",60,"Canisius",63,3
2022-02-04,"Iona",70,"Canisius",62,-8
2022-02-06,"Manhattan",70,"Canisius",77,7
2022-01-09,"Lipscomb",88,"Central Arkansas",93,5
2022-01-15,"North Alabama",88,"Central Arkansas",89,1
2022-01-18,"Jacksonville St.",86,"Central Arkansas",81,-5
2022-02-03,"Florida Gulf Coast",95,"Central Arkansas",93,-2
2022-02-05,"Stetson",75,"Central Arkansas",79,4
2022-01-08,"Merrimack",66,"Central Connecticut",57,-9
2022-01-27,"LIU",62,"Central Connecticut",65,3
2022-02-03,"Wagner",54,"Central Connecticut",52,-2
2022-02-05,"Fairleigh Dickinson",82,"Central Connecticut",91,9
2022-02-12,"St. Francis NY",67,"Central Connecticut",50,-17
2022-01-04,"Toledo",82,"Central Michigan",54,-28
2022-01-25,"Akron",60,"Central Michigan",56,-4
2022-02-01,"Bowling Green",74,"Central Michigan",78,4
2022-02-03,"Western Michigan",55,"Central Michigan",65,10
2022-02-05,"Buffalo",74,"Central Michigan",54,-20
2022-02-10,"Ohio",81,"Central Michigan",72,-9
2022-01-09,"Elon",61,"Charleston",65,4
2022-01-17,"UNC Wilmington",86,"Charleston",78,-8
2022-01-25,"William & Mary",73,"Charleston",74,1
2022-01-27,"Hofstra",76,"Charleston",73,-3
2022-01-29,"Northeastern",63,"Charleston",81,18
2022-01-05,"Gardner Webb",88,"Charleston Southern",63,-25
2022-01-15,"Winthrop",70,"Charleston Southern",65,-5
2022-01-19,"High Point",66,"Charleston Southern",70,4
2022-01-26,"Presbyterian",62,"Charleston Southern",61,-1
2022-01-29,"Hampton",78,"Charleston Southern",74,-4
2022-02-05,"Longwood",69,"Charleston Southern",67,-2
2022-02-07,"Toccoa Falls",60,"Charleston Southern",97,37
2022-01-13,"UTEP",53,"Charlotte",66,13
2022-01-15,"UTSA",53,"Charlotte",62,9
2022-01-26,"Old Dominion",67,"Charlotte",71,4
2022-02-03,"Western Kentucky",78,"Charlotte",59,-19
2022-02-05,"Marshall",64,"Charlotte",88,24
2022-02-10,"Louisiana Tech",82,"Charlotte",77,-5
2022-01-08,"The Citadel",67,"Chattanooga",85,18
2022-01-15,"Furman",69,"Chattanooga",71,2
2022-01-26,"Wofford",60,"Chattanooga",71,11
2022-02-05,"Mercer",68,"Chattanooga",77,9
2022-02-09,"Western Carolina",47,"Chattanooga",65,18
2022-01-06,"Seattle",93,"Chicago St.",77,-16
2022-01-08,"Cal Baptist",56,"Chicago St.",58,2
2022-01-27,"Utah Valley",101,"Chicago St.",87,-14
2022-01-29,"Dixie St.",79,"Chicago St.",65,-14
2022-02-10,"Stephen F. Austin",81,"Chicago St.",61,-20
2022-02-12,"Sam Houston St.",72,"Chicago St.",59,-13
2022-01-01,"Tulane",68,"Cincinnati",60,-8
2022-01-06,"SMU",60,"Cincinnati",77,17
2022-01-12,"East Carolina",71,"Cincinnati",79,8
2022-01-20,"Tulsa",69,"Cincinnati",90,21
2022-02-06,"Houston",80,"Cincinnati",58,-22
2022-01-04,"Virginia",75,"Clemson",65,-10
2022-01-15,"Boston College",70,"Clemson",68,-2
2022-01-22,"Pittsburgh",48,"Clemson",75,27
2022-02-02,"Florida St.",69,"Clemson",75,6
2022-02-08,"North Carolina",79,"Clemson",77,-2
2022-02-10,"Duke",82,"Clemson",64,-18
2022-02-12,"Notre Dame",76,"Clemson",61,-15
2022-01-05,"Purdue Fort Wayne",58,"Cleveland St.",65,7
2022-01-13,"Oakland",70,"Cleveland St.",65,-5
2022-01-15,"Detroit Mercy",70,"Cleveland St.",72,2
2022-01-21,"Youngstown St.",61,"Cleveland St.",64,3
2022-01-23,"Robert Morris",68,"Cleveland St.",75,7
2022-02-04,"Green Bay",69,"Cleveland St.",85,16
2022-02-06,"Milwaukee",71,"Cleveland St.",84,13
2022-02-10,"Illinois Chicago",76,"Cleveland St.",75,-1
2022-02-12,"IUPUI",45,"Cleveland St.",83,38
2022-01-01,"Louisiana",65,"Coastal Carolina",64,-1
2022-01-02,"Emory & Henry",62,"Coastal Carolina",76,14
2022-01-15,"Appalachian St.",84,"Coastal Carolina",76,-8
2022-01-27,"Little Rock",49,"Coastal Carolina",65,16
2022-01-29,"Arkansas St.",73,"Coastal Carolina",66,-7
2022-02-10,"Georgia St.",61,"Coastal Carolina",50,-11
2022-02-12,"Georgia Southern",58,"Coastal Carolina",79,21
2022-01-10,"Army",57,"Colgate",76,19
2022-01-24,"Loyola MD",52,"Colgate",65,13
2022-02-02,"Bucknell",69,"Colgate",83,14
2022-02-07,"Holy Cross",60,"Colgate",87,27
2022-02-09,"Lehigh",62,"Colgate",78,16
2022-01-06,"Washington St.",78,"Colorado",83,5
2022-01-09,"Washington",64,"Colorado",78,14
2022-01-20,"USC",61,"Colorado",58,-3
2022-01-22,"UCLA",71,"Colorado",65,-6
2022-02-03,"Oregon",66,"Colorado",51,-15
2022-02-05,"Oregon St.",63,"Colorado",86,23
2022-02-12,"Utah",76,"Colorado",81,5
2022-01-04,"Air Force",59,"Colorado St.",67,8
2022-01-12,"Utah St.",72,"Colorado St.",77,5
2022-01-19,"New Mexico",74,"Colorado St.",80,6
2022-01-25,"Nevada",66,"Colorado St.",77,11
2022-01-28,"UNLV",88,"Colorado St.",74,-14
2022-02-04,"San Diego St.",57,"Colorado St.",58,1
2022-02-11,"Fresno St.",50,"Colorado St.",65,15
2022-01-15,"Harvard",91,"Columbia",82,-9
2022-01-22,"Brown",93,"Columbia",74,-19
2022-01-29,"Dartmouth",76,"Columbia",63,-13
2022-02-04,"Penn",81,"Columbia",66,-15
2022-02-05,"Princeton",85,"Columbia",63,-22
2022-02-12,"Yale",84,"Columbia",59,-25
2022-01-12,"St. John's",78,"Connecticut",86,8
2022-01-18,"Butler",59,"Connecticut",76,17
2022-01-25,"Georgetown",73,"Connecticut",96,23
2022-02-01,"Creighton",59,"Connecticut",55,-4
2022-02-08,"Marquette",72,"Connecticut",80,8
2022-01-24,"Howard",81,"Coppin St.",83,2
2022-01-29,"Maryland Eastern Shore",64,"Coppin St.",61,-3
2022-02-12,"South Carolina St.",66,"Coppin St.",58,-8
2022-01-02,"Dartmouth",71,"Cornell",79,8
2022-01-22,"Harvard",61,"Cornell",76,15
2022-02-04,"Princeton",83,"Cornell",88,5
2022-02-05,"Penn",73,"Cornell",68,-5
2022-02-09,"Columbia",75,"Cornell",88,13
2022-02-12,"Brown",81,"Cornell",80,-1
2022-01-19,"St. John's",64,"Creighton",87,23
2022-01-22,"DePaul",47,"Creighton",60,13
2022-01-29,"Xavier",74,"Creighton",64,-10
2022-02-08,"Butler",52,"Creighton",54,2
2022-01-08,"Brown",46,"Dartmouth",58,12
2022-01-17,"Harvard",60,"Dartmouth",59,-1
2022-01-22,"Princeton",84,"Dartmouth",80,-4
2022-01-08,"Rhode Island",68,"Davidson",72,4
2022-01-11,"Massachusetts",67,"Davidson",77,10
2022-01-26,"VCU",70,"Davidson",68,-2
2022-01-29,"La Salle",69,"Davidson",77,8
2022-02-09,"Saint Joseph's",67,"Davidson",73,6
2022-01-05,"VCU",53,"Dayton",52,-1
2022-01-11,"Saint Louis",63,"Dayton",68,5
2022-01-18,"St. Bonaventure",50,"Dayton",68,18
2022-01-25,"Fordham",61,"Dayton",68,7
2022-01-28,"Rhode Island",51,"Dayton",53,2
2022-02-09,"Duquesne",54,"Dayton",75,21
2022-02-12,"George Washington",54,"Dayton",80,26
2022-01-20,"William & Mary",74,"Delaware",84,10
2022-01-22,"Elon",77,"Delaware",80,3
2022-01-24,"Towson",69,"Delaware",62,-7
2022-02-03,"Drexel",76,"Delaware",68,-8
2022-02-10,"Northeastern",61,"Delaware",74,13
2022-02-12,"Hofstra",80,"Delaware",66,-14
2022-01-22,"North Carolina Central",73,"Delaware St.",49,-24
2022-01-24,"South Carolina St.",64,"Delaware St.",62,-2
2022-02-02,"Coppin St.",59,"Delaware St.",57,-2
2022-02-07,"Howard",69,"Delaware St.",64,-5
2022-02-09,"Maryland Eastern Shore",58,"Delaware St.",50,-8
2022-01-08,"North Dakota",74,"Denver",93,19
2022-01-10,"North Dakota St.",87,"Denver",69,-18
2022-01-22,"Nebraska Omaha",63,"Denver",94,31
2022-01-27,"UMKC",72,"Denver",61,-11
2022-01-29,"Oral Roberts",89,"Denver",80,-9
2022-02-10,"South Dakota St.",84,"Denver",61,-23
2022-02-12,"South Dakota",84,"Denver",76,-8
2022-01-01,"Providence",70,"DePaul",53,-17
2022-01-08,"Villanova",79,"DePaul",64,-15
2022-01-13,"Seton Hall",92,"DePaul",96,4
2022-01-19,"Xavier",68,"DePaul",67,-1
2022-01-29,"Connecticut",57,"DePaul",50,-7
2022-02-09,"Georgetown",74,"DePaul",82,8
2022-01-07,"Milwaukee",60,"Detroit Mercy",85,25
2022-01-27,"Illinois Chicago",67,"Detroit Mercy",80,13
2022-01-31,"Michigan Dearborn",51,"Detroit Mercy",96,45
2022-01-01,"Abilene Christian",64,"Dixie St.",50,-14
2022-01-20,"Lamar",55,"Dixie St.",71,16
2022-01-22,"UT Rio Grande Valley",74,"Dixie St.",85,11
2022-02-10,"New Mexico St.",77,"Dixie St.",69,-8
2022-02-12,"Grand Canyon",60,"Dixie St.",61,1
2022-01-12,"Illinois St.",75,"Drake",86,11
2022-01-19,"Bradley",83,"Drake",71,-12
2022-01-30,"Loyola Chicago",68,"Drake",77,9
2022-02-05,"Northern Iowa",74,"Drake",69,-5
2022-02-09,"Missouri St.",66,"Drake",62,-4
2022-01-03,"Towson",61,"Drexel",65,4
2022-01-11,"Delaware",81,"Drexel",77,-4
